"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
189900	162000	451800	211500	212400	631800	819900	573300	744300	1349000	954900	712800	657900	334800	342900	442800	405000	536400	1078000	427500	241200	303300	230400	181800	350100	204300	378900	305100	288900	482400	371700	302400	226800	198900	261000	270000	364500	131400
252000	241200	562500	261000	217800	640800	878400	585900	746100	1307000	995400	775800	656100	347400	369900	458100	436500	535500	1078000	399600	241200	257400	249300	235800	346500	216900	343800	338400	214200	456300	362700	324900	197100	297000	300600	299700	357300	164700
239400	175500	540000	351900	243900	575100	710100	630000	738000	1295000	935100	691200	627300	329400	360900	448200	440100	560700	997200	360900	269100	305100	231300	167400	350100	200700	353700	286200	230400	428400	386100	331200	225000	249300	238500	304200	432900	192600
180900	199800	693900	357300	170100	743400	750600	672300	701100	1259000	1227000	726300	645300	316800	373500	449100	461700	508500	1038000	375300	294300	288000	212400	182700	317700	218700	356400	355500	207900	418500	367200	438300	211500	210600	287100	349200	420300	168300
256500	293400	614700	238500	208800	525600	900900	671400	864900	1317000	1113000	681300	632700	329400	409500	501300	436500	515700	1069000	389700	279000	291600	279000	197100	292500	231300	356400	362700	236700	472500	384300	347400	219600	206100	233100	326700	376200	190800
337500	271800	619200	287100	267300	513000	744300	565200	742500	1450000	931500	692100	603900	312300	396000	414000	399600	612000	1057000	385200	300600	351900	216900	225000	318600	199800	340200	325800	207900	416700	422100	507600	270000	213300	279900	293400	351000	225000
238500	153900	500400	292500	236700	759600	769500	626400	720000	1247000	964800	747000	624600	307800	357300	395100	391500	493200	1069000	363600	264600	319500	237600	186300	324900	221400	355500	300600	269100	485100	448200	297000	217800	224100	207000	326700	354600	200700
226800	258300	581400	277200	268200	497700	839700	625500	737100	1428000	1053000	621900	618300	351900	394200	437400	438300	544500	1089000	459000	275400	315900	297900	175500	323100	189000	363600	307800	212400	436500	405000	436500	280800	340200	259200	332100	382500	195300
280800	327600	632700	376200	234900	525600	684900	616500	844200	1365000	999000	703800	639000	352800	353700	484200	448200	548100	1112000	414000	244800	312300	247500	232200	348300	195300	364500	324900	277200	383400	457200	387900	220500	235800	250200	283500	404100	243900
249300	247500	519300	278100	178200	524700	825300	574200	716400	1246000	966600	621000	606600	315000	343800	468900	390600	550800	1001000	482400	283500	352800	274500	186300	310500	185400	371700	296100	232200	431100	400500	372600	192600	260100	190800	263700	365400	192600
254700	190800	477900	312300	187200	599400	802800	640800	783000	1427000	920700	748800	641700	331200	342900	465300	420300	559800	1089000	423900	243900	310500	297900	210600	341100	194400	375300	374400	210600	395100	461700	352800	245700	225900	243000	297900	310500	153000
233100	195300	468000	284400	228600	632700	738000	675900	776700	1435000	983700	711900	642600	307800	393300	434700	462600	521100	1024000	382500	261000	288000	276300	248400	315900	224100	389700	297900	261000	428400	418500	272700	262800	213300	262800	280800	403200	167400
194400	277200	456300	216000	197100	659700	857700	606600	783900	1357000	1032000	742500	599400	347400	343800	477000	411300	507600	1034000	417600	257400	313200	249300	187200	297000	191700	370800	365400	260100	513000	328500	365400	243000	200700	211500	328500	416700	180900
281700	229500	540000	334800	256500	619200	826200	612000	750600	1361000	1212000	776700	675900	360900	346500	535500	432900	523800	1067000	384300	273600	266400	231300	222300	343800	230400	368100	301500	243000	432900	396000	271800	343800	234000	232200	306000	431100	271800
399600	293400	593100	358200	179100	572400	735300	702000	772200	1354000	989100	714600	618300	303300	346500	491400	394200	549900	1015000	420300	279900	280800	249300	251100	364500	201600	349200	307800	223200	432000	441000	285300	279900	315000	284400	284400	387000	175500
214200	216900	491400	242100	197100	603900	645300	536400	806400	1428000	908100	774900	609300	326700	389700	471600	494100	565200	1087000	396900	245700	310500	279000	215100	313200	211500	351000	303300	253800	391500	385200	301500	206100	236700	236700	308700	381600	207000
209700	173700	540000	282600	178200	582300	783000	538200	774900	1403000	1078000	685800	668700	342900	364500	441900	396000	579600	1074000	474300	271800	275400	212400	250200	291600	220500	366300	314100	190800	541800	353700	361800	278100	212400	286200	249300	383400	188100
281700	177300	457200	327600	208800	635400	908100	613800	735300	1448000	1186000	754200	667800	326700	339300	414000	417600	567000	1084000	402300	246600	345600	230400	171000	300600	218700	336600	314100	285300	414000	411300	278100	194400	261900	303300	294300	355500	186300
261900	242100	547200	234000	209700	567000	755100	617400	753300	1480000	945000	682200	656100	342000	352800	468900	396000	545400	1050000	444600	269100	291600	235800	162900	374400	242100	351000	290700	217800	436500	327600	294300	254700	243900	205200	227700	384300	160200
293400	365400	640800	266400	181800	547200	762300	596700	877500	1391000	969300	709200	623700	325800	358200	448200	368100	514800	1130000	392400	305100	305100	255600	174600	324000	203400	359100	307800	189000	425700	418500	242100	192600	260100	218700	282600	349200	209700
233100	239400	605700	392400	261900	659700	756000	596700	875700	1640000	1027000	812700	687600	324900	379800	390600	431100	502200	1055000	427500	281700	294300	219600	168300	334800	213300	332100	325800	251100	480600	452700	370800	243000	237600	311400	308700	439200	260100
234000	250200	517500	268200	254700	590400	879300	655200	774000	1442000	1080000	696600	608400	341100	370800	540000	411300	562500	1040000	420300	321300	320400	281700	186300	348300	184500	356400	328500	210600	421200	387000	331200	265500	273600	256500	282600	427500	177300
207900	291600	666900	320400	236700	727200	894600	599400	774900	1463000	1155000	702900	626400	316800	365400	486900	431100	516600	1109000	396000	241200	266400	222300	165600	306900	200700	344700	307800	242100	501300	324900	266400	204300	265500	218700	273600	370800	161100
209700	284400	545400	294300	243000	743400	695700	690300	744300	1382000	982800	666900	636300	324000	385200	447300	432000	535500	1225000	373500	263700	369000	241200	210600	346500	253800	318600	325800	261000	419400	384300	333900	221400	223200	237600	304200	448200	204300
265500	153000	578700	342900	265500	608400	799200	628200	848700	1334000	1012000	708300	611100	315000	356400	402300	450000	524700	1047000	396900	241200	280800	280800	175500	329400	214200	370800	347400	283500	451800	485100	489600	296100	265500	252900	242100	545400	195300
196200	316800	513000	225000	201600	942300	895500	605700	767700	1355000	1197000	689400	587700	342000	351900	444600	387000	504900	973800	368100	274500	303300	270900	210600	346500	271800	392400	306900	214200	459900	357300	301500	223200	254700	250200	375300	495900	154800
205200	157500	489600	295200	215100	598500	905400	631800	727200	1317000	941400	702900	615600	317700	344700	458100	396000	494100	1039000	398700	259200	252900	256500	205200	364500	184500	358200	306900	223200	406800	347400	300600	268200	211500	222300	283500	349200	169200
244800	261000	574200	389700	274500	635400	758700	646200	683100	1387000	1035000	738000	632700	326700	362700	475200	425700	535500	1082000	365400	295200	273600	271800	203400	356400	220500	344700	315000	233100	472500	366300	282600	233100	214200	209700	251100	379800	225000
196200	192600	579600	328500	216900	565200	757800	605700	722700	1391000	1100000	753300	657000	312300	364500	437400	425700	522900	1094000	415800	326700	294300	266400	226800	312300	213300	398700	319500	248400	464400	315900	337500	254700	259200	207900	243900	379800	222300
269100	186300	597600	255600	239400	561600	762300	675900	828000	1445000	992700	657900	638100	340200	380700	509400	405000	578700	1129000	385200	290700	355500	240300	202500	292500	206100	358200	305100	197100	519300	335700	342000	283500	268200	243900	255600	517500	198900
316800	230400	484200	273600	205200	781200	916200	653400	757800	1277000	903600	653400	606600	324000	389700	475200	366300	549900	1020000	342000	272700	311400	231300	171900	310500	189900	358200	303300	270000	462600	341100	312300	225000	228600	224100	230400	446400	155700
245700	192600	576000	333000	196200	684900	868500	604800	794700	1314000	988200	672300	623700	345600	373500	464400	396000	546300	1012000	478800	301500	298800	233100	207000	326700	246600	400500	356400	180900	423900	427500	425700	242100	244800	281700	287100	436500	162000
270000	171000	513000	234000	401400	580500	766800	682200	707400	1264000	1048000	701100	625500	307800	358200	449100	465300	580500	1086000	379800	275400	271800	228600	208800	319500	201600	347400	324000	207900	374400	360000	286200	207900	253800	344700	435600	473400	157500
215100	187200	547200	253800	176400	800100	749700	765900	848700	1386000	926100	792900	644400	348300	387900	454500	425700	519300	1025000	378000	264600	298800	307800	191700	346500	261000	403200	331200	195300	421200	484200	280800	239400	242100	267300	358200	407700	176400
214200	233100	591300	398700	218700	568800	886500	641700	822600	1360000	994500	719100	625500	333000	396900	459900	442800	493200	1108000	418500	245700	269100	224100	200700	300600	198900	367200	321300	234900	507600	437400	379800	199800	253800	235800	279900	413100	185400
222300	271800	517500	245700	218700	503100	701100	629100	751500	1303000	1047000	840600	627300	370800	361800	437400	511200	543600	953100	423000	307800	333900	306900	162900	297000	207900	352800	347400	263700	463500	382500	360000	249300	230400	242100	318600	380700	131400
381600	208800	729000	228600	206100	641700	747900	627300	760500	1532000	1092000	676800	630000	333900	341100	477900	431100	509400	998100	403200	281700	282600	279900	233100	310500	225000	378900	343800	264600	425700	443700	331200	210600	219600	240300	299700	409500	189000
183600	316800	502200	243900	263700	680400	735300	690300	785700	1454000	1003000	788400	647100	326700	382500	450900	411300	564300	1101000	473400	255600	279000	342000	232200	297000	192600	398700	341100	248400	459000	488700	292500	182700	237600	216000	324900	403200	203400
237600	234900	445500	297900	242100	618300	796500	600300	718200	1445000	1128000	700200	617400	316800	365400	488700	444600	511200	1026000	406800	269100	292500	230400	184500	329400	266400	390600	305100	279900	446400	362700	368100	241200	256500	229500	279900	288900	181800
217800	184500	643500	278100	198900	720900	731700	658800	721800	1309000	925200	684000	635400	333000	372600	500400	396000	587700	1111000	378000	325800	327600	260100	180000	314100	220500	372600	296100	223200	404100	389700	344700	260100	252000	242100	289800	438300	186300
228600	203400	656100	325800	251100	811800	785700	758700	706500	1399000	1083000	635400	654300	335700	393300	418500	439200	513900	1027000	392400	278100	296100	242100	171000	306900	223200	362700	312300	270000	485100	450900	371700	243000	225000	249300	322200	343800	213300
236700	206100	555300	264600	224100	674100	812700	678600	745200	1401000	1139000	735300	641700	348300	360000	439200	393300	530100	1054000	401400	270900	291600	261000	198900	307800	204300	365400	319500	288000	399600	427500	304200	247500	284400	249300	269100	384300	263700
202500	218700	664200	273600	233100	609300	675900	583200	794700	1550000	944100	708300	609300	315000	369900	459900	479700	534600	962100	376200	287100	270900	241200	253800	342000	189900	351900	330300	225000	428400	368100	338400	187200	251100	246600	261900	337500	178200
238500	187200	525600	288000	301500	545400	729900	651600	757800	1278000	1123000	794700	657000	319500	365400	411300	456300	518400	1090000	480600	280800	332100	262800	204300	327600	187200	398700	306900	216900	441000	386100	284400	236700	232200	223200	314100	351000	205200
252900	192600	588600	301500	246600	558900	777600	608400	711900	1333000	974700	721800	657000	325800	360000	406800	407700	516600	1022000	365400	236700	316800	237600	180000	294300	189900	356400	340200	279900	443700	388800	287100	240300	245700	211500	252900	432900	183600
210600	315900	504000	270000	207000	643500	969300	610200	809100	1373000	1042000	805500	613800	366300	415800	416700	407700	549900	981000	377100	281700	308700	275400	159300	277200	203400	362700	310500	200700	435600	323100	349200	198000	226800	235800	335700	444600	229500
367200	179100	548100	257400	243000	738900	691200	648900	782100	1502000	944100	658800	620100	324900	360000	439200	454500	626400	1074000	401400	277200	302400	283500	186300	326700	191700	363600	316800	175500	448200	378900	351000	213300	262800	250200	322200	440100	193500
217800	180900	487800	237600	369000	693000	864900	619200	747900	1514000	976500	673200	597600	303300	376200	483300	422100	498600	1122000	437400	298800	288900	209700	199800	326700	211500	333000	370800	193500	422100	412200	293400	239400	252000	214200	261000	337500	162000
249300	202500	611100	335700	196200	676800	740700	731700	774000	1426000	1071000	748800	612000	315000	361800	513900	548100	505800	1048000	387000	245700	276300	230400	184500	319500	223200	369900	286200	214200	396000	316800	397800	188100	213300	234900	268200	446400	149400
287100	214200	647100	304200	230400	624600	828900	557100	774900	1375000	941400	744300	661500	378900	346500	456300	391500	519300	1071000	396900	281700	250200	238500	187200	342900	233100	379800	324000	342000	458100	416700	300600	200700	222300	257400	301500	428400	200700
